id,user_id,query,date,time
429,1,футболка,2021-03-11,14:32:11
430,1,футболка,2021-04-11,15:32:11
431,1,футболка,2021-03-11,16:32:11
432,1,футболка,2021-03-11,12:32:11
433,1,футболка,2021-04-11,18:32:11
434,1,футболка,2021-03-11,17:32:11
435,1,футболка,2021-04-11,21:32:11
436,1,футболка,2021-04-11,19:32:11
437,1,футболка,2021-03-11,14:32:11
438,1,футболка,2021-04-11,15:32:11
439,1,футболка,2021-03-11,16:32:11
440,1,футболка,2021-03-11,12:32:11
441,1,футболка,2021-04-11,18:32:11
442,1,футболка,2021-03-11,17:32:11
443,1,футболка,2021-04-11,21:32:11
444,1,футболка,2021-04-11,19:32:11
445,1,футболка,2021-03-11,14:32:11
446,1,футболка,2021-04-11,15:32:11
447,1,футболка,2021-03-11,16:32:11
448,1,футболка,2021-03-11,12:32:11
449,1,футболка,2021-04-11,18:32:11
450,1,футболка,2021-03-11,17:32:11
451,1,футболка,2021-04-11,21:32:11
452,1,футболка,2021-04-11,19:32:11
453,1,футболка,2021-03-11,14:32:11
454,1,футболка,2021-04-11,15:32:11
455,1,футболка,2021-03-11,16:32:11
456,1,футболка,2021-03-11,12:32:11
457,1,футболка,2021-04-11,18:32:11
458,1,футболка,2021-03-11,17:32:11
459,1,футболка,2021-04-11,21:32:11
460,1,футболка,2021-04-11,19:32:11
461,1,футболка,2021-03-11,14:32:11
462,1,футболка,2021-04-11,15:32:11
463,1,футболка,2021-03-11,16:32:11
464,1,футболка,2021-03-11,12:32:11
465,1,футболка,2021-04-11,18:32:11
466,1,футболка,2021-03-11,17:32:11
467,1,футболка,2021-04-11,21:32:11
468,1,футболка,2021-04-11,19:32:11
469,1,футболка,2021-05-11,14:32:11
470,1,футболка,2021-06-11,15:32:11
471,1,футболка,2021-05-11,16:32:11
472,1,футболка,2021-05-11,12:32:11
473,1,футболка,2021-06-11,18:32:11
474,1,футболка,2021-06-11,17:32:11
475,1,футболка,2021-05-11,21:32:11
476,1,футболка,2021-05-11,19:32:11
477,1,футболка,2021-05-11,14:32:11
478,1,футболка,2021-06-11,15:32:11
479,1,футболка,2021-05-11,16:32:11
480,1,футболка,2021-05-11,12:32:11
481,1,футболка,2021-06-11,18:32:11
482,1,футболка,2021-06-11,17:32:11
483,1,футболка,2021-05-11,21:32:11
484,1,футболка,2021-05-11,19:32:11
485,1,футболка,2021-05-11,14:32:11
486,1,футболка,2021-06-11,15:32:11
487,1,футболка,2021-05-11,16:32:11
488,1,футболка,2021-05-11,12:32:11
